DB Class Key,Common Organism Name,NCBI Taxon ID,Symbol,EntrezGene ID,Mouse MGI ID,HGNC ID,OMIM Gene ID,Genetic Location,"Genomic Coordinates (mouse: , human: )",Nucleotide RefSeq IDs,Protein RefSeq IDs,SWISS_PROT IDs
41946953,"mouse, laboratory",10090,Ces2c,234671,MGI:2385905,,,Chr8 53.04 cM,Chr8:105573700-105581115(+),NM_145603,NP_663578,Q91WG0
41946953,human,9606,CES2,8824,,HGNC:1864,OMIM:605278,Chr16 q22.1,Chr16:66934444-66945096(+),"NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408","NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860","O00748,O00748,O00748,O00748,O00748,O00748,O00748"
41946954,"mouse, laboratory",10090,Ces2b,234669,MGI:2448547,,,Chr8 53.04 cM,Chr8:105558204-105566725(+),"XM_006530885,NM_198171","XP_006530948,NP_937814",
41946954,human,9606,CES2,8824,,HGNC:1864,OMIM:605278,Chr16 q22.1,Chr16:66934444-66945096(+),"NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408,NM_001365407,NM_001365405,NM_001365406,NM_003869,NM_198061,NM_001365408","NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860,NP_932327,NP_001352337,NP_001352335,NP_001352336,NP_001352334,NP_003860","O00748,O00748,O00748,O00748,O00748,O00748,O00748"
41946955,"mouse, laboratory",10090,Ces3b,13909,MGI:3644960,,,Chr8 53.04 cM,Chr8:105810385-105820561(+),"NM_144511,XM_006530658,XM_006530657,XM_006530656,XM_006530655,NM_001159415,XM_006530653,XM_006530654,XM_017312561","NP_653094,XP_006530718,XP_006530717,XP_006530719,NP_001152887,XP_017168050,XP_006530716,XP_006530720,XP_006530721",Q8VCU1
41946955,human,9606,CES3,23491,,HGNC:1865,OMIM:605279,Chr16 q22.1,Chr16:66961229-66975152(+),"NM_012122,NM_024922,NM_001185177,NM_001185176,NM_012122,NM_024922,NM_001185177,NM_001185176","NP_001172106,NP_001172105,NP_079198,NP_001172106,NP_001172105,NP_079198","Q6UWW8,Q6UWW8"
41946956,"mouse, laboratory",10090,Ces1c,13884,MGI:95420,,,Chr8 44.99 cM,Chr8:93825643-93857911(-),NM_007954,NP_031980,P23953
41946956,human,9606,CES1,1066,,HGNC:1863,OMIM:114835,Chr16 q12.2,Chr16:55802851-55833186(-),"NM_001025194,NM_001025195,NM_001266,NM_001025194,NM_001025195,NM_001266,NM_001025194,NM_001025195,NM_001266,NM_001025194,NM_001025195,NM_001266,NM_001025194,NM_001025195,NM_001266,NM_001025194,NM_001025195,NM_001266,NM_001025194,NM_001025195,NM_001266,NM_001025194,NM_001025195,NM_001266","NP_001020366,NP_001257,XP_005255831,NP_001020365,NP_001020366,NP_001257,XP_005255831,NP_001020365,NP_001020366,NP_001257,XP_005255831,NP_001020365,NP_001020366,NP_001257,XP_005255831,NP_001020365,NP_001020366,NP_001257,XP_005255831,NP_001020365,NP_001020366,NP_001257,XP_005255831,NP_001020365,NP_001020366,NP_001257,XP_005255831,NP_001020365,NP_001020366,NP_001257,XP_005255831,NP_001020365","P23141,P23141,P23141,P23141,P23141,P23141,P23141,P23141"
41946957,"mouse, laboratory",10090,Eif1ad8,666806,MGI:3643794,,,Chr12 41.74 cM,Chr12:87561086-87565035(+),NM_001177565,NP_001171036,
41946958,"mouse, laboratory",10090,Eif1ad10,666862,MGI:3644018,,,Chr12 42.43 cM,Chr12:88216436-88216870(-),,,
41946959,"mouse, laboratory",10090,Eif1ad2,544881,MGI:3034635,,,Chr12 41.96 cM,Chr12:87783347-87787446(+),NM_001177573,NP_001171044,
41946960,"mouse, laboratory",10090,Eif1ad12,544883,MGI:3647569,,,Chr12 41.72 cM,Chr12:87541491-87541925(+),,,
41946961,"mouse, laboratory",10090,Eif1ad16,627873,MGI:3779631,,,Chr12 42.15 cM,Chr12:87985107-87985541(-),NM_001354576,NP_001341505,
41946962,"mouse, laboratory",10090,Eif1ad18,100039226,MGI:3647101,,,Chr12 42.25 cM,Chr12:88050467-88050901(+),,,
41946963,"mouse, laboratory",10090,Eif1ad4,100039052,MGI:3780191,,,Chr12 42.04 cM,Chr12:87862140-87862574(+),NM_001177574,NP_001171045,
41946964,"mouse, laboratory",10090,Eif1ad19,100861908,MGI:5434674,,,Chr12 syntenic,Chr12:87739195-87742525(-),NM_001270722,NP_001257651,
41946965,"mouse, laboratory",10090,Eif1ad6,100042776,MGI:3782201,,,Chr12 41.86 cM,Chr12:87665639-87669725(+),"NM_001177564,XM_011243969","NP_001171035,XP_011242271",
41946966,"mouse, laboratory",10090,Slc41a1,98396,MGI:2444823,,,Chr1 57.2 cM,Chr1:131755236-131776601(+),"XM_036154631,XM_036154630,NM_173865","NP_776290,XP_036010523,XP_036010524",Q8BJA2
41946966,human,9606,SLC41A1,254428,,HGNC:19429,OMIM:610801,Chr1 q32.1,Chr1:205789093-205813759(-),NM_173854,"XP_047272843,NP_776253",Q8IVJ1
41946967,"mouse, laboratory",10090,Cdh16,12556,MGI:106671,,,Chr8 53.04 cM,Chr8:105328547-105351028(-),"NM_001252628,XM_006530629,NM_007663,NM_001252627","NP_001239556,NP_031689,NP_001239557,XP_006530692",O88338
41946967,human,9606,CDH16,1014,,HGNC:1755,OMIM:603118,Chr16 q22.1,Chr16:66908122-66918984(-),"NM_001204744,NM_001204745,NM_004062,NM_001204746","NP_004053,XP_005255827,XP_011521109,XP_047289446,NP_001191673,NP_001191674,NP_001191675",O75309
41946968,"mouse, laboratory",10090,Hprt,15452,MGI:96217,,,ChrX 29.31 cM,ChrX:52077014-52110536(+),NM_013556,NP_038584,P00493
41946968,human,9606,HPRT1,3251,,HGNC:5157,OMIM:308000,ChrX q26.2-q26.3,ChrX:134460145-134500668(+),NM_000194,NP_000185,P00492
41946969,"mouse, laboratory",10090,Zc3h13,67302,MGI:1914552,,,Chr14 39.8 cM,Chr14:75521813-75581866(+),"XM_011245157,XM_030247971,XM_036158826,XM_006519447,XM_006519446,NM_001359875,NM_026083","NP_080359,NP_001346804,XP_030103831,XP_006519509,XP_011243459,XP_036014719,XP_006519510",E9Q784
41946969,human,9606,ZC3H13,23091,,HGNC:20368,OMIM:616453,Chr13 q14.13,Chr13:45954469-46052785(-),"NM_001076788,NM_001330564,NM_001330565,NM_001330566,NM_001330567,NM_001382206,NM_001382207,NM_001382208,NM_001382209,NM_001382210,NM_001382211,NM_001382212,NM_001382213,NM_001382214,NM_015070","NP_001369143,NP_055885,XP_005266359,XP_005266360,XP_005266361,XP_005266362,XP_005266363,XP_016875964,XP_016875965,XP_016875967,XP_047286161,XP_047286162,XP_047286164,XP_047286163,NP_001070256,NP_001317493,NP_001317494,NP_001317495,NP_001317496,NP_001369135,NP_001369136,NP_001369137,NP_001369138,NP_001369139,NP_001369140,NP_001369141,NP_001369142",Q5T200
41946970,"mouse, laboratory",10090,Rrad,56437,MGI:1930943,,,Chr8 53.04 cM,Chr8:105354702-105357959(-),"NM_019662,XM_006531206","XP_006531269,NP_062636",O88667
41946970,human,9606,RRAD,6236,,HGNC:10446,OMIM:179503,Chr16 q22.1,Chr16:66921679-66925536(-),"NM_004165,NM_001128850","NP_001122322,NP_004156",P55042
41946971,"mouse, laboratory",10090,Azi2,27215,MGI:1351332,,,Chr9 69.86 cM,Chr9:117869567-117898862(+),"XM_006512148,NM_001286507,NM_013727,NM_001286508,NM_001048146,XM_006512147,XM_006512149,XM_036155041,XM_036155040,XM_036155042","NP_038755,XP_036010933,XP_006512212,XP_036010935,XP_036010934,XP_006512211,XP_006512210,NP_001273436,NP_001273437,NP_001041611",Q9QYP6
41946971,human,9606,AZI2,64343,,HGNC:24002,OMIM:609916,Chr3 p24.1,Chr3:28322353-28349129(-),"NM_203326,NM_001134432,NM_001134433,NM_001271650,NM_022461","NP_001127904,NP_001127905,NP_001258579,NP_071906,XP_005265449,XP_011532311,XP_011532312,XP_011532313,XP_047304674",Q9H6S1
41946972,"mouse, laboratory",10090,Uchl5,56207,MGI:1914848,,,Chr1 62.54 cM,Chr1:143653010-143683204(+),"XM_006529760,NM_019562,NM_001159866","XP_006529823,NP_001153338,NP_062508",Q9WUP7
41946972,human,9606,UCHL5,51377,,HGNC:19678,OMIM:610667,Chr1 q31.2,Chr1:193012366-193060140(-),"NM_001350842,NM_001199263,NM_015984,NM_001350847,NM_001199262,NM_001350844,NM_001350843,NM_001350848,NM_001199261,NM_001350840,NM_001350841,NM_001350852,NM_001350851,NM_001350850,NM_001350849,NM_001350845,NM_001350846","XP_047278327,XP_047278328,XP_047278322,XP_047278319,XP_047278316,XP_047278309,XP_047278300,XP_047278289,XP_047278285,XP_047278280,XP_047278278,XP_047278266,XP_016856927,XP_016856922,XP_011507909,XP_011507906,XP_006711434,XP_006711433,XP_006711432,XP_006711430,NP_057068,NP_001337781,NP_001337780,NP_001337779,NP_001337778,NP_001337777,NP_001337776,NP_001337775,NP_001337774,NP_001337773,NP_001337772,NP_001337771,NP_001337770,NP_001337769,NP_001186192,NP_001186191,NP_001186190",Q9Y5K5
41946973,"mouse, laboratory",10090,Gm3776,100042295,MGI:3826440,,,Chr9 43.65 cM,Chr9:78164411-78176448(+),XM_001478795,NP_001230021,
41946973,human,9606,GSTA1,2938,,HGNC:4626,OMIM:138359,Chr6 p12.2,Chr6:52791380-52803967(-),"NM_001319059,NM_145740,NM_001319059,NM_145740,NM_001319059,NM_145740,NM_001319059,NM_145740","XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988","P08263,P08263,P08263,P08263"
41946973,human,9606,GSTA2,2939,,HGNC:4627,OMIM:138360,Chr6 p12.2,Chr6:52750087-52763563(-),"NM_000846,NM_000846,NM_000846,NM_000846","XP_047274640,NP_000837,XP_047274640,NP_000837,XP_047274640,NP_000837,XP_047274640,NP_000837","P09210,P09210,P09210,P09210"
41946973,human,9606,GSTA3,2940,,HGNC:4628,OMIM:605449,Chr6 p12.2,Chr6:52896639-52909799(-),"NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542","XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135","Q16772,Q16772,Q16772,Q16772,Q16772"
41946973,human,9606,GSTA5,221357,,HGNC:19662,OMIM:607605,Chr6 p12.2,Chr6:52831742-52846095(-),"NM_153699,NM_153699,NM_153699,NM_153699,NM_153699","NP_714543,NP_714543,NP_714543,NP_714543,NP_714543","Q7RTV2,Q7RTV2,Q7RTV2,Q7RTV2,Q7RTV2"
41946974,"mouse, laboratory",10090,Gsta5,100042314,MGI:3704339,,,Chr9 43.65 cM,Chr9:78197210-78212807(+),NM_001122660,NP_001116132,
41946974,human,9606,GSTA1,2938,,HGNC:4626,OMIM:138359,Chr6 p12.2,Chr6:52791380-52803967(-),"NM_001319059,NM_145740,NM_001319059,NM_145740,NM_001319059,NM_145740,NM_001319059,NM_145740","XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988","P08263,P08263,P08263,P08263"
41946974,human,9606,GSTA2,2939,,HGNC:4627,OMIM:138360,Chr6 p12.2,Chr6:52750087-52763563(-),"NM_000846,NM_000846,NM_000846,NM_000846","XP_047274640,NP_000837,XP_047274640,NP_000837,XP_047274640,NP_000837,XP_047274640,NP_000837","P09210,P09210,P09210,P09210"
41946974,human,9606,GSTA3,2940,,HGNC:4628,OMIM:605449,Chr6 p12.2,Chr6:52896639-52909799(-),"NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542","XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135","Q16772,Q16772,Q16772,Q16772,Q16772"
41946974,human,9606,GSTA5,221357,,HGNC:19662,OMIM:607605,Chr6 p12.2,Chr6:52831742-52846095(-),"NM_153699,NM_153699,NM_153699,NM_153699,NM_153699","NP_714543,NP_714543,NP_714543,NP_714543,NP_714543","Q7RTV2,Q7RTV2,Q7RTV2,Q7RTV2,Q7RTV2"
41946975,"mouse, laboratory",10090,Gsta2,14858,MGI:95863,,,Chr9 43.65 cM,Chr9:78238300-78254474(-),"XM_006510814,NM_008182","XP_006510877,NP_032208",P10648
41946975,human,9606,GSTA1,2938,,HGNC:4626,OMIM:138359,Chr6 p12.2,Chr6:52791380-52803967(-),"NM_001319059,NM_145740,NM_001319059,NM_145740,NM_001319059,NM_145740,NM_001319059,NM_145740","XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988","P08263,P08263,P08263,P08263"
41946975,human,9606,GSTA2,2939,,HGNC:4627,OMIM:138360,Chr6 p12.2,Chr6:52750087-52763563(-),"NM_000846,NM_000846,NM_000846,NM_000846","XP_047274640,NP_000837,XP_047274640,NP_000837,XP_047274640,NP_000837,XP_047274640,NP_000837","P09210,P09210,P09210,P09210"
41946975,human,9606,GSTA3,2940,,HGNC:4628,OMIM:605449,Chr6 p12.2,Chr6:52896639-52909799(-),"NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542","XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135","Q16772,Q16772,Q16772,Q16772,Q16772"
41946975,human,9606,GSTA5,221357,,HGNC:19662,OMIM:607605,Chr6 p12.2,Chr6:52831742-52846095(-),"NM_153699,NM_153699,NM_153699,NM_153699,NM_153699","NP_714543,NP_714543,NP_714543,NP_714543,NP_714543","Q7RTV2,Q7RTV2,Q7RTV2,Q7RTV2,Q7RTV2"
41946976,"mouse, laboratory",10090,Gsta1,14857,MGI:1095417,,,Chr9 43.65 cM,Chr9:78137951-78149965(+),NM_008181,NP_032207,P13745
41946976,human,9606,GSTA1,2938,,HGNC:4626,OMIM:138359,Chr6 p12.2,Chr6:52791380-52803967(-),"NM_001319059,NM_145740,NM_001319059,NM_145740,NM_001319059,NM_145740,NM_001319059,NM_145740","XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988,XP_005249091,NP_665683,NP_001305988","P08263,P08263,P08263,P08263"
41946976,human,9606,GSTA2,2939,,HGNC:4627,OMIM:138360,Chr6 p12.2,Chr6:52750087-52763563(-),"NM_000846,NM_000846,NM_000846,NM_000846","XP_047274640,NP_000837,XP_047274640,NP_000837,XP_047274640,NP_000837,XP_047274640,NP_000837","P09210,P09210,P09210,P09210"
41946976,human,9606,GSTA3,2940,,HGNC:4628,OMIM:605449,Chr6 p12.2,Chr6:52896639-52909799(-),"NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542","XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135","Q16772,Q16772,Q16772,Q16772,Q16772"
41946976,human,9606,GSTA5,221357,,HGNC:19662,OMIM:607605,Chr6 p12.2,Chr6:52831742-52846095(-),"NM_153699,NM_153699,NM_153699,NM_153699,NM_153699","NP_714543,NP_714543,NP_714543,NP_714543,NP_714543","Q7RTV2,Q7RTV2,Q7RTV2,Q7RTV2,Q7RTV2"
41946977,"mouse, laboratory",10090,Gsta4,14860,MGI:1309515,,,Chr9 43.65 cM,Chr9:78099248-78116631(+),NM_010357,NP_034487,P24472
41946978,"mouse, laboratory",10090,Gsta3,14859,MGI:95856,,,Chr1 6.5 cM,Chr1:21310789-21335799(+),"XM_030248789,NM_001288617,NM_010356,NM_001077353","NP_001275546,XP_030104649,NP_034486,NP_001070821",P30115
41946978,human,9606,GSTA3,2940,,HGNC:4628,OMIM:605449,Chr6 p12.2,Chr6:52896639-52909799(-),"NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542,NM_000847,NM_001363542","XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135,XP_011512835,XP_047274641,NP_000838,NP_001350471,XP_006715135","Q16772,Q16772,Q16772,Q16772,Q16772"
41946978,human,9606,GSTA5,221357,,HGNC:19662,OMIM:607605,Chr6 p12.2,Chr6:52831742-52846095(-),"NM_153699,NM_153699,NM_153699,NM_153699,NM_153699","NP_714543,NP_714543,NP_714543,NP_714543,NP_714543","Q7RTV2,Q7RTV2,Q7RTV2,Q7RTV2,Q7RTV2"
41946979,"mouse, laboratory",10090,Rrp7a,74778,MGI:1922028,,,Chr15 39.4 cM,Chr15:83000047-83007002(-),"NM_001358061,NM_029101","NP_083377,NP_001344990",Q9D1C9
41946979,human,9606,RRP7A,27341,,HGNC:24286,OMIM:619449,Chr22 q13.2,Chr22:42508335-42519823(-),NM_015703,NP_056518,Q9Y3A4
41946979,human,9606,RRP7BP,91695,,HGNC:30454,,Chr22 q13.2,Chr22:42573244-42582011(-),NM_170698,,Q9NSQ0
41946980,"mouse, laboratory",10090,Vmn2r55,100042499,MGI:3757950,,,Chr7 7.59 cM,Chr7:12385633-12418930(-),"NM_001104645,NM_001374650,XM_036152486","XP_036008379,NP_001098115,NP_001361579",
41946981,"mouse, laboratory",10090,Gpr84,80910,MGI:1934129,,,Chr15 58.88 cM,Chr15:103216662-103219039(-),"XM_036159641,XM_006521554,NM_030720","XP_006521617,XP_036015534,NP_109645",Q8CIM5
41946981,human,9606,GPR84,53831,,HGNC:4535,OMIM:606383,Chr12 q13.13,Chr12:54362445-54365224(-),NM_020370,"NP_065103,XP_011536797,XP_047284973",Q9NQS5
41946982,"mouse, laboratory",10090,Rnf25,57751,MGI:1890215,,,Chr1 38.54 cM,Chr1:74632907-74640556(-),"NM_001305230,XM_036152503,NM_021313,XM_006496170,XM_030255695,XM_036152504","XP_006496233,XP_030111555,XP_036008396,XP_036008397,NP_001292159,NP_067288",Q9QZR0
41946982,human,9606,RNF25,64320,,HGNC:14662,OMIM:616014,Chr2 q35,Chr2:218663864-218672058(-),NM_022453,"NP_071898,XP_016860184",Q96BH1
41946983,"mouse, laboratory",10090,Coro6,216961,MGI:2183448,,,Chr11 46.58 cM,Chr11:77353237-77361310(+),"XM_006532941,XM_006532947,XM_036156578,XM_017314461,XM_006532938,XM_006532942,NM_139130,XM_006532944,XM_017314462,XM_006532940,NM_139128,NM_001368670,XM_006532945,NM_139129,XM_006532946","XP_006533010,XP_017169950,XP_006533009,XP_006533008,XP_006533007,XP_006533004,XP_006533005,XP_036012471,XP_006533003,XP_017169951,XP_006533001,NP_624355,NP_624356,NP_001355599,NP_624354",Q920M5
41946983,human,9606,CORO6,84940,,HGNC:21356,,Chr17 q11.2,Chr17:29614756-29622912(-),"NM_001351301,NM_001388435,NM_001388436,NM_001388437,NM_001388438,NM_001388433,NM_032854,NM_001388431,NM_001388434,NM_001351302","NP_001375360,NP_001375362,NP_001375363,NP_001375364,NP_001375365,NP_001375366,NP_001375367,NP_116243,XP_011523688,XP_011523689,XP_011523690,XP_011523691,XP_011523692,XP_047292904,XP_011523693,NP_001338230,NP_001338231",Q6QEF8
41946984,"mouse, laboratory",10090,Stoml1,69106,MGI:1916356,,,Chr9 31.63 cM,Chr9:58160447-58169803(+),"XM_006511402,XM_030244558,XM_006511404,NM_026942","XP_006511467,XP_030100418,NP_081218,XP_006511465",Q8CI66
41946984,human,9606,STOML1,9399,,HGNC:14560,OMIM:608326,Chr15 q24.1,Chr15:73983218-73994622(-),"NM_001324226,NM_004809,NM_001324230,NM_001324229,NM_001324228,NM_001324227,NM_001256677,NM_001256676,NM_001256675,NM_001256674,NM_001256673,NM_001256672","NP_001311156,NP_001311157,NP_001311158,NP_001311159,NP_004800,NP_001243601,NP_001243602,NP_001243603,NP_001243604,NP_001243605,NP_001243606,NP_001311155",Q9UBI4
41946985,"mouse, laboratory",10090,Bckdha,12039,MGI:107701,,,Chr7 13.94 cM,Chr7:25329277-25358209(-),"NM_007533,NM_001403512,NM_001403510,NM_001403513,XM_030242030,NM_001403511,XM_006539486,XM_036152613,XM_030242029","XP_006539549,XP_036008506,NP_031559,XP_030097890,XP_030097889,NP_001390440,NP_001390442,NP_001390441,NP_001390439",P50136
41946985,human,9606,BCKDHA,593,,HGNC:986,OMIM:608348,Chr19 q13.2,Chr19:41397789-41425005(+),"NM_001164783,NM_000709","NP_000700,NP_001158255",P12694
41946986,"mouse, laboratory",10090,Slf2,226151,MGI:1924968,,,Chr19 38.16 cM,Chr19:44919590-44971738(+),"XM_011247236,XM_006527000,NM_001081225","XP_011245538,XP_006527063,NP_001074694",Q6P9P0
41946986,human,9606,SLF2,55719,,HGNC:17814,OMIM:610348,Chr10 q24.31,Chr10:100910230-100965134(+),"NM_001136123,NM_001243770,NM_018121,NM_144592","NP_001129595,NP_001230699,XP_047281419,NP_060591,XP_005270022,XP_011538246,XP_047281417,XP_047281418",Q8IX21
41946987,"mouse, laboratory",10090,Sgsm1,52850,MGI:107320,,,Chr5 55.45 cM,Chr5:113391086-113458652(-),"NM_172718,NM_001309528,XM_006535122,NM_001254731,NM_001162965,NM_001309526","NP_001296457,NP_001296455,NP_001156437,NP_766306,XP_006535185,NP_001241660",Q8BPQ7
41946987,human,9606,SGSM1,129049,,HGNC:29410,OMIM:611417,Chr22 q11.23,Chr22:24806221-24926846(+),"NM_001039948,NM_001098498,NM_001098497,NM_133454","NP_001091968,NP_597711,NP_001035037,NP_001091967",Q2NKQ1
41946988,"mouse, laboratory",10090,AU015836,385493,MGI:2147954,,,ChrX 41.45 cM,ChrX:93012265-93019076(+),,,
41946989,"mouse, laboratory",10090,Chchd4,72170,MGI:1919420,,,Chr6 40.53 cM,Chr6:91441258-91450405(-),NM_133928,NP_598689,Q8VEA4
41946989,human,9606,CHCHD4,131474,,HGNC:26467,OMIM:611077,Chr3 p25.1,Chr3:14112077-14124871(-),"NM_001098502,NM_144636","NP_653237,NP_001091972",Q8N4Q1
41946990,"mouse, laboratory",10090,Stpg2,381476,MGI:2685863,,,Chr3 64.68 cM,Chr3:138911455-139416060(+),"XM_036163146,NM_198659","XP_036019039,NP_941061",Q8C8J0
41946990,human,9606,STPG2,285555,,HGNC:28712,,Chr4 q22.3-q23,Chr4:97441450-98143473(-),NM_174952,"NP_777612,XP_011530188,XP_016863538,XP_016863540,XP_047306074,XP_047306075,XP_047306076",Q8N412
41946991,"mouse, laboratory",10090,Mrps7,50529,MGI:1354367,,,Chr11 80.9 cM,Chr11:115494966-115498862(+),NM_025305,NP_079581,Q80X85
41946991,human,9606,MRPS7,51081,,HGNC:14499,OMIM:611974,Chr17 q25.1,Chr17:75261668-75266376(+),NM_015971,NP_057055,Q9Y2R9
41946992,"mouse, laboratory",10090,Adprs,100206,MGI:2140364,,,Chr4 60.36 cM,Chr4:126210144-126215496(-),NM_133883,NP_598644,Q8CG72
41946992,human,9606,ADPRS,54936,,HGNC:21304,OMIM:610624,Chr1 p34.3,Chr1:36088852-36093932(+),NM_017825,"NP_060295,XP_011539938",Q9NX46
41946993,"mouse, laboratory",10090,Dusp16,70686,MGI:1917936,,,Chr6 65.77 cM,Chr6:134692431-134769588(-),"NM_130447,XM_036152298,NM_001048054,XM_036152299","NP_569714,XP_036008191,XP_036008192,NP_001041519",
41946993,human,9606,DUSP16,80824,,HGNC:17909,OMIM:607175,Chr12 p13.2,Chr12:12473282-12562839(-),NM_030640,"XP_047285526,XP_047285524,XP_047285525,XP_006719218,NP_085143,XP_011519158,XP_047285527",Q9BY84
41946994,"mouse, laboratory",10090,Cmc1,67899,MGI:1915149,,,Chr9 69.87 cM,Chr9:117893590-117979245(-),"NM_026442,XM_036155219,XM_011242996","XP_036011112,XP_011241298,NP_080718",Q9CPZ8
41946994,human,9606,CMC1,152100,,HGNC:28783,OMIM:615166,Chr3 p24.1,Chr3:28241588-28322874(+),"NM_001331185,NM_001331186,NM_001331187,NM_001331189,NM_001331190,NM_182523","NP_001318114,NP_001318115,NP_001318116,NP_001318118,NP_001318119,NP_872329,XP_016861249,XP_024309133,XP_024309134,XP_024309135,XP_024309136,XP_024309138,XP_024309139,XP_024309140,XP_047303456,XP_047303457,XP_047303458,XP_047303459,XP_047303460",Q7Z7K0
41946995,"mouse, laboratory",10090,Nanp,67311,MGI:1914561,,,Chr2 74.83 cM,Chr2:150871605-150881299(-),"XM_006500068,NM_026086","NP_080362,XP_006500131",Q9CPT3
41946995,human,9606,NANP,140838,,HGNC:16140,OMIM:610763,Chr20 p11.21,Chr20:25612935-25624012(-),NM_152667,NP_689880,Q8TBE9
