Gene ID,Entrez ID,chromosome,start,end,width,strand,p_id,transcript_id,tss_id,bioType,Aliases,Description
Tkfc,225913,chr19,10592197,10604258,2256,-,P11185,NM_145496,TSS147,protein_coding,BC021917| Dak,"triokinase, FMN cyclase"
Ddb1,13194,chr19,10605625,10629821,4163,+,P22088,NM_015735,TSS3243,protein_coding,127kDa| AA408517| p127-Ddb1,damage specific DNA binding protein 1
Vwce,71768,chr19,10634233,10665210,3540,+,P10745,NM_027913,TSS24462,protein_coding,1300015B04Rik,von Willebrand factor C and EGF domains
4930524O05Rik,75096,chr19,10645694,10648053,592,-,,NR_045316,TSS27120,lncRNA,.,RIKEN cDNA 4930524O05 gene
Pga5,58803,chr19,10668957,10678071,1416,-,P11411,NM_021453,TSS16772,protein_coding,1110035E17Rik| Pepf,"pepsinogen 5, group I"
2210404E10Rik,72305,chr19,10684793,10685556,583,+,,NR_131163,TSS23485,lncRNA,.,RIKEN cDNA 2210404E10 gene
Vps37c,107305,chr19,10688815,10714419,2415,+,P1106,NM_181403,TSS26559,protein_coding,5730409F24Rik| AU042646,vacuolar protein sorting 37C
Cd5,12507,chr19,10718143,10738974,2069,-,P1831,NM_007650,TSS24902,protein_coding,Ly-1| Ly-12| Ly-A| Lyt-1,CD5 antigen
A430093F15Rik,403202,chr19,10740947,10786043,2115,+,,NR_027805,TSS13062,lncRNA,Gm674,RIKEN cDNA A430093F15 gene
Cd6,12511,chr19,10789339,10830058,3034,-,P12072,NM_001037801,TSS4539,protein_coding,.,CD6 antigen
Slc15a3,65221,chr19,10842544,10857915,2345,+,P26194,NM_023044,TSS21645,protein_coding,cI-1| Ci1,"solute carrier family 15, member 3"
Tmem132a,98170,chr19,10857829,10869779,3489,-,P846,NM_133804,TSS24750,protein_coding,6720481D13Rik| Hspa5bp1| Orai1| R74613,transmembrane protein 132A
Tmem109,68539,chr19,10870661,10881743,1929,-,P21644,NM_134142,TSS5966,protein_coding,1110006I15Rik| AA958958| C77652,transmembrane protein 109
Prpf19,28000,chr19,10895231,10909559,6475,+,P15324,NM_134129,TSS14890,protein_coding,AA617263| AL024362| D19Wsu55e| NMP200| Prp19| PSO4| Snev,pre-mRNA processing factor 19
Zp1,22786,chr19,10914296,10920601,1925,-,P2422,NM_009580,TSS18088,protein_coding,.,zona pellucida glycoprotein 1
Ptgdr2,14764,chr19,10937160,10942511,2644,+,P4917,NM_009962,TSS13114,protein_coding,Crth2| Gpr44| Grp45,prostaglandin D2 receptor 2
Ccdc86,108673,chr19,10941481,10949266,3003,-,P12698,NM_023731,TSS21126,protein_coding,4933411H20Rik| 6720480F16Rik| D19Ertd678e,coiled-coil domain containing 86
Ms4a10,69826,chr19,10962295,10974670,1009,-,P15665,NM_023529,TSS687,protein_coding,2010001N17Rik,"membrane-spanning 4-domains, subfamily A, member 10"
Ms4a15,545279,chr19,10978307,10993250,1713,-,P19592,NM_001034898,TSS16633,protein_coding,E530011F12Rik| Gm1286,"membrane-spanning 4-domains, subfamily A, member 15"
Ms4a18,76002,chr19,10997025,11017963,1385,-,P25323,NM_001251849,TSS7389,protein_coding,5033428B15Rik,"membrane-spanning 4-domains, subfamily A, member 18"
AW112010,107350,chr19,11047612,11050566,775,-,,NR_102366,TSS24066,lncRNA,.,expressed sequence AW112010
Ms4a8a,64381,chr19,11067471,11081103,1082,-,P24661,NM_022430,TSS10560,protein_coding,2010004L09Rik| AI481240| CD20L5| Ms4a8,"membrane-spanning 4-domains, subfamily A, member 8A"
1700017D01Rik,69369,chr19,11096816,11130878,1194,-,P16117,NM_027058,TSS11261,protein_coding,.,RIKEN cDNA 1700017D01 gene
1700025F22Rik,69416,chr19,11139683,11165320,631,-,P8366,NM_027074,TSS1437,protein_coding,.,RIKEN cDNA 1700025F22 gene
Ms4a13,73466,chr19,11169418,11196723,1375,-,P14609,NM_198224,TSS21864,protein_coding,1700060E18Rik| Tetm4.2,"membrane-spanning 4-domains, subfamily A, member 13"
4930526L06Rik,75138,chr19,11196817,11299884,1020,+,,NR_045317,TSS17338,lncRNA,.,RIKEN cDNA 4930526L06 gene
Ms4a1,12482,chr19,11250603,11266151,2057,-,P7498,NM_007641,TSS10435,protein_coding,AA960661| Cd20| Ly-44| Ms4a2,"membrane-spanning 4-domains, subfamily A, member 1"
Ms4a5,269063,chr19,11273866,11283813,945,-,P14669,NM_183190,TSS8061,protein_coding,.,"membrane-spanning 4-domains, subfamily A, member 5"
Ms4a7,109225,chr19,11321039,11336146,1716,-,P17935,NM_027836,TSS9384,protein_coding,9130422I10Rik| A430103C15Rik| CD20l4| CFFMA,"membrane-spanning 4-domains, subfamily A, member 7"
Ms4a4c,64380,chr19,11407661,11427246,1723,+,P11697,NM_029499,TSS18800,protein_coding,5830413L19Rik| AI449185| Ms4a9,"membrane-spanning 4-domains, subfamily A, member 4C"
Ms4a4b,60361,chr19,11443558,11463548,1258,+,P24714,NM_021718,TSS11882,protein_coding,AI463180| Chandra| Ly116,"membrane-spanning 4-domains, subfamily A, member 4B"
Ms4a6c,73656,chr19,11469368,11482196,1843,+,P6850,NM_028595,TSS14780,protein_coding,2200009H22Rik| 2210417N07Rik,"membrane-spanning 4-domains, subfamily A, member 6C"
Gm8369,666926,chr19,11492038,11512577,1374,+,P21279,NM_001164202,TSS10309,protein_coding,EG666926,predicted gene 8369
Ms4a6b,69774,chr19,11518559,11530403,1687,+,P17697,NM_027209,TSS24522,protein_coding,1810027D10Rik,"membrane-spanning 4-domains, subfamily A, member 6B"
Ms4a4d,66607,chr19,11536849,11558466,1464,+,P23960,NM_025658,TSS12207,protein_coding,2210417J23Rik,"membrane-spanning 4-domains, subfamily A, member 4D"
Ms4a6d,68774,chr19,11586606,11604804,1371,-,P22849,NM_026835,TSS2385,protein_coding,1110058E16Rik| AI447446| Ms4a11,"membrane-spanning 4-domains, subfamily A, member 6D"
Ms4a2,14126,chr19,11615521,11623719,2719,-,P18148,NM_001276330,TSS25502,protein_coding,Fce1b| Fcer1b| fcERI| FcRB| Fcrbeta| Ms4a1,"membrane-spanning 4-domains, subfamily A, member 2"
Ms4a3,170813,chr19,11629499,11640851,1009,-,P9444,NM_133246,TSS576,protein_coding,HTm4,"membrane-spanning 4-domains, subfamily A, member 3"
Oosp2,225922,chr19,11647284,11660559,673,-,P6176,NM_001037634,TSS3836,protein_coding,Gm99| Plac1l| Tmem122,oocyte secreted protein 2
Oosp1,170834,chr19,11667460,11691051,873,-,P8725,NM_133353,TSS11359,protein_coding,AA536827,oocyte secreted protein 1
Oosp3,225923,chr19,11697055,11711858,807,+,P23925,NM_001033283,TSS5624,protein_coding,Gm97,oocyte secreted protein 3
Gif,14603,chr19,11747559,11763447,1532,+,P4488,NM_008118,TSS26650,protein_coding,AV073125,gastric intrinsic factor
Mrpl16,94063,chr19,11770415,11774946,1124,+,P19996,NM_025606,TSS15285,protein_coding,2310039D06Rik,mitochondrial ribosomal protein L16
Stx3,20908,chr19,11775118,11819403,4982,-,P1194,NM_011502,TSS5516,protein_coding,Syn-3,syntaxin 3
Olfr1417,258938,chr19,11828077,11829024,948,-,P1147,NM_146936,TSS12006,protein_coding,MOR266-2,olfactory receptor 1417
Olfr1418,258227,chr19,11854995,11855951,957,-,P18209,NM_001011524,TSS6837,protein_coding,MOR266-5,olfactory receptor 1418
Olfr1419,257938,chr19,11870183,11871214,1032,-,P25965,NM_001011775,TSS10493,protein_coding,MOR266-10,olfactory receptor 1419
Olfr1420,258405,chr19,11896023,11896952,930,+,P17563,NM_146410,TSS5927,protein_coding,MOR266-4,olfactory receptor 1420
Patl1,225929,chr19,11912399,11945096,4221,+,P21880,NM_172635,TSS23900,protein_coding,AV312086| Pat1b,protein associated with topoisomerase II homolog 1 (yeast)
Osbp,76303,chr19,11965844,11994114,4587,+,P19118,NM_001033174,TSS429,protein_coding,1110018F06Rik| AW559088| mKIAA4220,oxysterol binding protein
Olfr1423,258675,chr19,12035808,12036740,933,-,P2069,NM_146680,TSS4136,protein_coding,MOR239-3,olfactory receptor 1423
Olfr1424,258676,chr19,12058809,12059750,942,-,P2204,NM_146681,TSS26648,protein_coding,MOR239-2,olfactory receptor 1424
Olfr1425,258155,chr19,12073695,12074630,936,-,P12353,NM_001011853,TSS8490,protein_coding,MOR239-7,olfactory receptor 1425
Olfr1426,258805,chr19,12087610,12091847,1673,-,P10351,NM_146809,TSS10154,protein_coding,MOR239-1,olfactory receptor 1426
Olfr1427,258674,chr19,12098702,12099637,936,-,P11941,NM_146679,TSS12090,protein_coding,MOR239-4,olfactory receptor 1427
Olfr1428,258673,chr19,12108600,12109544,945,-,P12532,NM_146678,TSS7222,protein_coding,MOR239-5,olfactory receptor 1428
Olfr76,258677,chr19,12119721,12120674,954,-,P22314,NM_146682,TSS19130,protein_coding,MOR215-3| V5,olfactory receptor 76
Olfr1431,258409,chr19,12209568,12210506,939,+,P10344,NM_146414,TSS21217,protein_coding,MOR214-5,olfactory receptor 1431
Olfr1432,257961,chr19,12228519,12229562,1044,-,P16794,NM_001011788,TSS14253,protein_coding,GA_x5J8B7W20A2-6027-5647| GA_x6K02T2RE5P-2593538-2592756| Olfr1432-ps1,olfactory receptor 1432
Olfr262,258683,chr19,12240721,12241659,939,-,P8455,NM_146688,TSS3735,protein_coding,MOR214-1| MOR214-9,olfactory receptor 262
Olfr235,258681,chr19,12268232,12269170,939,+,P15947,NM_146686,TSS16802,protein_coding,MOR214-3| Olfr232| Olfr232-ps1| Olfr235-ps1| Olfr245| Olfr245-ps1,olfactory receptor 235
Olfr1434,258680,chr19,12279854,12283988,1076,+,P22495,NM_146685,TSS12916,protein_coding,MOR214-4| Olfr1433| Olfr1433-ps1,olfactory receptor 1434
Olfr1436,258682,chr19,12298183,12299130,948,-,P11899,NM_146687,TSS12976,protein_coding,MOR214-2,olfactory receptor 1436
Olfr1437,258117,chr19,12321887,12322825,939,-,P2387,NM_001011839,TSS9593,protein_coding,MOR214-6,olfactory receptor 1437
Olfr1440,258679,chr19,12394265,12395212,948,+,P5573,NM_146684,TSS26500,protein_coding,MOR215-1,olfactory receptor 1440
Olfr1441,258678,chr19,12422311,12423267,957,+,P21851,NM_146683,TSS2814,protein_coding,MOR215-2,olfactory receptor 1441
Pfpl,56093,chr19,12427905,12432110,3918,+,P7149,NM_019540,TSS24993,protein_coding,Epcs5| Epcs50,pore forming protein-like
Mpeg1,17476,chr19,12460779,12465285,4336,+,P17406,NM_010821,TSS2162,protein_coding,Mpg-1| MPS1,macrophage expressed gene 1
Dtx4,207521,chr19,12466336,12501996,5770,-,P10515,NM_172442,TSS20513,protein_coding,AI449438| BC044798| D930042H13| RNF155,"deltex 4, E3 ubiquitin ligase"
Fam111a,107373,chr19,12573525,12589696,3199,+,P7329,NM_026640,TSS15453,protein_coding,4632417K18Rik| AW413625,"family with sequence similarity 111, member A"
A330040F15Rik,74333,chr19,12585868,12596566,1106,-,,NR_015503,TSS15873,lncRNA,.,RIKEN cDNA A330040F15 gene
Gm4952,240549,chr19,12599984,12627616,1683,+,P15630,NM_001167907,TSS15804,protein_coding,EG240549,predicted gene 4952
Glyat,107146,chr19,12633308,12651737,1310,+,P13593,NM_145935,TSS12593,protein_coding,A330009E03Rik| ACGNAT| AI195249| AI315345| CAT| GAT,glycine-N-acyltransferase
Olfr1442,258692,chr19,12674179,12675243,1065,+,P11712,NM_146697,TSS9334,protein_coding,MOR202-9,olfactory receptor 1442
Olfr1443,258693,chr19,12678166,12683845,4337,+,P15089,NM_146698,TSS18769,protein_coding,MOR202-8,olfactory receptor 1443
Keg1,64697,chr19,12695790,12719896,1666,+,P6869,NM_029550,TSS17080,protein_coding,0610008P16Rik| AI316519| GS4059,kidney expressed gene 1
Zfp91Cntf,.,chr19,12763528,12796123,3350,-,,NR_024093,TSS488,.,.,.
Cntf,12803,chr19,12763528,12764380,853,-,P13853,NM_170786,TSS11410,protein_coding,AI429687,ciliary neurotrophic factor
Zfp91,109910,chr19,12766939,12770549,3611,-,P23431,NM_053009,TSS488,protein_coding,9130014I08Rik| A530054C17Rik| AL024263| AW545902| Pzf| Zfp-91,zinc finger protein 91
Lpxn,107321,chr19,12798609,12833808,1673,+,P15840,NM_134152,TSS26334,protein_coding,4933402K05Rik| A530083L21Rik| AV278559| LDPL,leupaxin
Olfr1444,258697,chr19,12861777,12862736,960,+,P1043,NM_146702,TSS15437,protein_coding,MOR202-4,olfactory receptor 1444
Olfr1445,258694,chr19,12883883,12884827,945,+,P5136,NM_146699,TSS9946,protein_coding,MOR202-7,olfactory receptor 1445
Olfr1446,258699,chr19,12889649,12890575,927,-,P13808,NM_146704,TSS11157,protein_coding,MOR202-2,olfactory receptor 1446
Olfr1447,258698,chr19,12900849,12901778,930,-,P25597,NM_146703,TSS14879,protein_coding,MOR202-3,olfactory receptor 1447
Gm5512,433224,chr19,12905231,12906985,1755,+,,NR_002891_1,TSS25038,misc_RNA,EG433224,predicted gene 5512
Olfr1448,258696,chr19,12919363,12920307,945,-,P9415,NM_146701,TSS8965,protein_coding,MOR202-5,olfactory receptor 1448
Olfr1449,258300,chr19,12934740,12935684,945,+,P21534,NM_146303,TSS18628,protein_coding,MOR202-34,olfactory receptor 1449
Olfr1450,258368,chr19,12953591,12954568,978,+,P25420,NM_146371,TSS8151,protein_coding,MOR202-33,olfactory receptor 1450
Olfr1451,258700,chr19,12998988,12999920,933,+,P17151,NM_146705,TSS24174,protein_coding,MOR202-1,olfactory receptor 1451
Olfr1453,258695,chr19,13027404,13028327,924,-,P11161,NM_146700,TSS8776,protein_coding,MOR202-6,olfactory receptor 1453
Olfr1454,258687,chr19,13063413,13064336,924,+,P22955,NM_146692,TSS21901,protein_coding,MOR202-14,olfactory receptor 1454
Olfr1457,258568,chr19,13094693,13095646,954,-,P7534,NM_146575,TSS9006,protein_coding,MOR202-20,olfactory receptor 1457
Olfr1459,258684,chr19,13145734,13146657,924,-,P25110,NM_146689,TSS10814,protein_coding,MOR202-17,olfactory receptor 1459
Olfr1461,258299,chr19,13165016,13165954,939,+,P10254,NM_146302,TSS2022,protein_coding,MOR202-35,olfactory receptor 1461
Olfr1462,258688,chr19,13190669,13191592,924,+,P15845,NM_146693,TSS21515,protein_coding,MOR202-13,olfactory receptor 1462
Olfr1463,258120,chr19,13234252,13235184,933,+,P19144,NM_001011840,TSS10353,protein_coding,MOR202-29P,olfactory receptor 1463
Olfr1465,258121,chr19,13313360,13314283,924,-,P5772,NM_001011841,TSS5184,protein_coding,MOR202-28,olfactory receptor 1465
Olfr1466,258689,chr19,13341760,13342692,933,+,P12136,NM_146694,TSS20006,protein_coding,MOR202-12,olfactory receptor 1466
Olfr1467,258686,chr19,13364630,13365556,927,+,P25897,NM_146691,TSS13388,protein_coding,MOR202-15,olfactory receptor 1467
Olfr1469,258690,chr19,13410571,13411500,930,+,P23826,NM_146695,TSS13082,protein_coding,MOR202-11,olfactory receptor 1469
Olfr1471,258231,chr19,13445014,13445958,945,+,P18515,NM_207132,TSS15330,protein_coding,GA_x5J8B7W6KF8-5605544-5605301| MOR202-38| MOR202-47_p,olfactory receptor 1471
Olfr1472,258685,chr19,13453571,13454515,945,-,P5568,NM_146690,TSS25906,protein_coding,MOR202-16,olfactory receptor 1472
Olfr1474,258123,chr19,13470972,13471916,945,+,P6406,NM_001011842,TSS3588,protein_coding,MOR202-26P| MOR202-42,olfactory receptor 1474
Olfr1475,258298,chr19,13479252,13480196,945,-,P1824,NM_146301,TSS12621,protein_coding,MOR202-36,olfactory receptor 1475
Olfr1477,258691,chr19,13500546,13503292,1100,+,P6407,NM_146696,TSS22367,protein_coding,MOR202-10,olfactory receptor 1477
Olfr1480,404339,chr19,13529675,13530622,948,+,P21720,NM_207575,TSS18542,protein_coding,MOR202-44,olfactory receptor 1480
Olfr1484,258288,chr19,13585306,13586253,948,+,P66,NM_146291,TSS16562,protein_coding,MOR202-37,olfactory receptor 1484
Olfr1487,258629,chr19,13619164,13620111,948,+,P19542,NM_146636,TSS6654,protein_coding,MOR202-18,olfactory receptor 1487
Olfr1489,258628,chr19,13633113,13634054,942,+,P16606,NM_146635,TSS1686,protein_coding,MOR202-19,olfactory receptor 1489
Olfr1490,258098,chr19,13654446,13655396,951,+,P19498,NM_001011832,TSS5400,protein_coding,MOR266-6P,olfactory receptor 1490
Olfr1491,258342,chr19,13704829,13705788,960,+,P16083,NM_146345,TSS24398,protein_coding,MOR266-8,olfactory receptor 1491
Olfr1494,258992,chr19,13749108,13750055,948,+,P15749,NM_146990,TSS19698,protein_coding,MOR266-1,olfactory receptor 1494
Olfr1495,258341,chr19,13768344,13769303,960,+,P2704,NM_146344,TSS11042,protein_coding,MOR266-9,olfactory receptor 1495
Olfr1496,258991,chr19,13780548,13781614,1067,+,P24381,NM_146989,TSS25868,protein_coding,MOR127-1,olfactory receptor 1496
Olfr1497,258736,chr19,13794665,13795609,945,-,P3109,NM_146741,TSS7203,protein_coding,MOR212-1,olfactory receptor 1497
Olfr1499,258792,chr19,13814644,13815588,945,-,P16028,NM_146796,TSS10305,protein_coding,MOR211-2,olfactory receptor 1499
Olfr1500,258097,chr19,13827459,13828394,936,-,P23086,NM_001011831,TSS10226,protein_coding,MOR212-4P,olfactory receptor 1500
Olfr1501,258626,chr19,13838224,13839171,948,-,P21679,NM_146633,TSS22372,protein_coding,MOR212-3,olfactory receptor 1501
Olfr1502,258793,chr19,13861795,13862745,951,+,P10180,NM_146797,TSS15961,protein_coding,MOR211-1,olfactory receptor 1502
Olfr1504,258627,chr19,13887261,13888208,948,-,P11886,NM_146634,TSS19538,protein_coding,MOR212-2,olfactory receptor 1504
Olfr1505,258151,chr19,13919022,13919972,951,+,P14272,NM_001011850,TSS2937,protein_coding,MOR211-4P,olfactory receptor 1505
Rnu6,19862,chr19,14438480,14438506,27,-,,NR_003027,TSS9278,snRNA,.,U6 small nuclear RNA
Tle4,21888,chr19,14448072,14598183,4880,-,P8509,NM_001302950,TSS6208,protein_coding,5730411M05Rik| AA792082| Bce-1| Bce1| ESTM13| ESTM14| grg-4| Grg4| X83332| X83333,transducin-like enhancer of split 4
Psat1,107272,chr19,15905123,15925059,2491,-,P4692,NM_177420,TSS6985,protein_coding,D8Ertd814e| EPIP| PSA| Psat,phosphoserine aminotransferase 1
Cep78,208518,chr19,15955773,15984989,2549,-,P7972,NM_198019,TSS13635,protein_coding,5730599I05Rik| D030027P05,centrosomal protein 78
C130060C02Rik,100502653,chr19,15985075,16010912,1157,+,,NR_045355,TSS10113,lncRNA,.,RIKEN cDNA C130060C02 gene
Gnaq,14682,chr19,16132831,16387453,5634,+,P18446,NM_008139,TSS5357,protein_coding,1110005L02Rik| 6230401I02Rik| AA408290| AW060788| Dsk1| Dsk10| Galphaq| Gq| GqI,"guanine nucleotide binding protein, alpha q polypeptide"
E030024N20Rik,595139,chr19,16164098,16170458,6361,+,,NR_033228,TSS26220,misc_RNA,9030417F11Rik| Ppia-ps8,RIKEN cDNA E030024N20 gene
Gna14,14675,chr19,16435667,16610818,3383,+,P68,NM_008137,TSS17389,protein_coding,AU023208,"guanine nucleotide binding protein, alpha 14"
Vps13a,271564,chr19,16615366,16780933,11164,-,P21206,NM_173028,TSS24644,protein_coding,4930425F11| 4930516E05Rik| 4930543C13Rik| 9930023P20| Chac| Chorein| D330038K10Rik| mKIAA0986,vacuolar protein sorting 13A
Foxb2,14240,chr19,16872316,16873830,1515,-,P13104,NM_008023,TSS13099,protein_coding,Fkh4,forkhead box B2
Prune2,353211,chr19,16956118,17223932,12512,+,P10318,NM_181348,TSS23522,protein_coding,6330414G02Rik| A230083H22Rik| A330102H22Rik| Bmcc1| mKIAA0367,prune homolog 2 (Drosophila)
Gcnt1,14537,chr19,17326141,17372844,4723,-,P12878,NM_173442,TSS20299,protein_coding,5630400D21Rik| B130048E03| C2 GlcNAcT| C2GNT| IGnT,"glucosaminyl (N-acetyl) transferase 1, core 2"
Rfk,54391,chr19,17394043,17401349,2482,+,P71,NM_019437,TSS16293,protein_coding,0610038L10Rik| AF031381| KOI-4,riboflavin kinase
Pcsk5,18552,chr19,17432314,17837632,9864,-,P12866,NM_001190483,TSS12543,protein_coding,b2b1549Clo| b2b585Clo| PC5| PC6| SPC6,proprotein convertase subtilisin /kexin type 5
Ostf1,20409,chr19,18580364,18631813,1714,-,P16407,NM_017375,TSS25049,protein_coding,C78236| Sh3d3| SH3P2,osteoclast stimulating factor 1
Nmrk1,225994,chr19,18632016,18652184,1630,+,P12366,NM_145497,TSS26911,protein_coding,AA408380| D630020N23Rik| Nrk1,nicotinamide riboside kinase 1
2410127L17Rik,.,chr19,18670780,18704792,2094,+,P334,NM_026120,TSS25799,.,.,.
D030056L22Rik,225995,chr19,18713236,18718428,1631,+,P17159,NM_177640,TSS3221,protein_coding,.,RIKEN cDNA D030056L22 gene
Trpm6,225997,chr19,18749983,18892511,6509,+,P5211,NM_153417,TSS11012,protein_coding,CHAK2| TRPM6 /CHAK2,"transient receptor potential cation channel, subfamily M, member 6"
Rorb,225998,chr19,18930609,19111196,9453,-,P17471,NM_001289921,TSS20463,protein_coding,hstp| Nr1f2| Rorbeta| RZR-beta| RZRB,RAR-related orphan receptor beta
Anxa1,16952,chr19,20373434,20390671,1395,-,P19988,NM_010730,TSS15466,protein_coding,Anx-1| Anx-A1| C430014K04Rik| Lpc-1| Lpc1,annexin A1
1500015L24Rik,68994,chr19,20405288,20422785,778,+,,NR_045817,TSS8050,lncRNA,.,RIKEN cDNA 1500015L24 gene
E030003E18Rik,320092,chr19,20492715,20556410,1085,+,,NR_015502,TSS1831,lncRNA,1700127G21Rik,RIKEN cDNA E030003E18 gene
C730002L08Rik,320155,chr19,20534527,20552330,2917,-,,NR_045778,TSS1347,lncRNA,.,RIKEN cDNA C730002L08 gene
Aldh1a1,11668,chr19,20601982,20643462,2032,+,P3729,NM_013467,TSS24219,protein_coding,Ahd-2| Ahd2| Aldh1| Aldh1a2| E1| Raldh1,"aldehyde dehydrogenase family 1, subfamily A1"
Aldh1a7,26358,chr19,20692953,20727556,2060,-,P8822,NM_011921,TSS27212,protein_coding,Ahd2-like| AI987940| Aldh-pb| Aldh1a4| Aldhpb,"aldehyde dehydrogenase family 1, subfamily A7"
Tmc1,13409,chr19,20783458,20954202,4073,-,P6294,NM_028953,TSS21621,protein_coding,4933416G09Rik| Beethoven| Bth| CWEA1| dn,transmembrane channel-like gene family 1
4930554I06Rik,75354,chr19,21104710,21105538,589,+,,NR_126458,TSS9882,lncRNA,.,RIKEN cDNA 4930554I06 gene
Zfand5,22682,chr19,21272278,21286840,7385,+,P20906,NM_009551,TSS10311,protein_coding,2310057A04Rik| 5830475F03Rik| AA415485| Za20d2| Zfp216,"zinc finger, AN1-type domain 5"
Gda,14544,chr19,21391307,21472661,5417,-,P7550,NM_010266,TSS6019,protein_coding,AU015411| AW047581,guanine deaminase
1110059E24Rik,66206,chr19,21597313,21652791,1428,-,P21754,NM_025423,TSS669,protein_coding,.,RIKEN cDNA 1110059E24 gene
Abhd17b,226016,chr19,21653309,21685637,2475,+,P8500,NM_146096,TSS6180,protein_coding,5730446C15Rik| Cgi67| Fam108b| Fam108b1,abhydrolase domain containing 17B
Tmem2,83921,chr19,21778340,21858360,6702,+,P22066,NM_001033759,TSS24641,protein_coding,.,transmembrane protein 2
Trpm3,226025,chr19,22139117,22989884,6020,+,P3823,NM_001035241,TSS16403,protein_coding,6330504P12Rik| 9330180E14| AU018608| B930001P07Rik| LTRPC3| MLSN2,"transient receptor potential cation channel, subfamily M, member 3"
Klf9,16601,chr19,23141226,23166911,3263,+,P8849,NM_010638,TSS14910,protein_coding,2310051E17Rik| AA589643| BTEB-1| Bteb1| ENSMUSG00000055440| Gm9971,Kruppel-like factor 9
Smc5,226026,chr19,23206441,23273897,5964,-,P3845,NM_153808,TSS7629,protein_coding,mKIAA0594| MLZ-453| mSMC5| SMC-5| Smc5l1,structural maintenance of chromosomes 5
Mamdc2,71738,chr19,23302609,23448322,3338,-,P12594,NM_174857,TSS10705,protein_coding,1200015L10Rik| AI591564| mamcan,MAM domain containing 2
1700028P14Rik,67483,chr19,23558760,23652812,868,-,P117,NM_026188,TSS2747,protein_coding,AV209940,RIKEN cDNA 1700028P14 gene
Ptar1,72351,chr19,23687400,23721129,2064,+,P20967,NM_028208,TSS15294,protein_coding,1700084D09Rik| 2010013L17Rik| 4930428J16Rik| AI449677,protein prenyltransferase alpha subunit repeat containing 1
Apba1,319924,chr19,23758876,23949597,6632,+,P10757,NM_177034,TSS22609,protein_coding,6430513E09Rik| Lin-10| Mint| Mint1| Urop11| X11| X11alpha,"amyloid beta (A4) precursor protein binding, family A, member 1"
Fam189a2,381217,chr19,23972750,24031019,2548,-,P20298,NM_001114174,TSS17438,protein_coding,AI414343| AI666772| Gm967,"family with sequence similarity 189, member A2"
Tjp2,21873,chr19,24094502,24225026,4798,-,P6638,NM_001198985,TSS14385,protein_coding,ZO-2,tight junction protein 2
Fxn,14297,chr19,24261453,24280586,1095,-,P12229,NM_008044,TSS96,protein_coding,FA| FARR| Frda| X25,frataxin
Pip5k1b,18719,chr19,24294796,24555827,2526,-,P23484,NM_008846,TSS20255,protein_coding,PI4P5K-I[b]| PIP5K1-beta| PIP5KIbeta| Pipk5b| STM7,"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta"
Fam122a,68034,chr19,24475779,24477474,1696,-,P7419,NM_026520,TSS10646,protein_coding,2410124L17Rik| 2900009I07Rik| ENSMUSG00000051082| Gm9849,"family with sequence similarity 122, member A"
Tmem252,226040,chr19,24674008,24679661,2462,+,P16632,NM_183160,TSS7152,protein_coding,E030010A14Rik,transmembrane protein 252
Pgm5,226041,chr19,24678261,24861842,7981,-,P3345,NM_175013,TSS11482,protein_coding,4833423B07| 9530034F03Rik| aciculin| D830025G17,phosphoglucomutase 5
Foxd4,14237,chr19,24898965,24901309,2345,-,P13047,NM_008022,TSS17218,protein_coding,Fkh2| FREAC5,forkhead box D4
Cbwd1,226043,chr19,24919916,24961616,2244,-,,NR_033744,TSS23399,protein_coding,AV349248| BC018472,COBW domain containing 1
Snora19,100217439,chr19,24942236,60774385,111,-,,NR_034047,TSS1259,snoRNA,MBI-51,"small nucleolar RNA, H /ACA box 19"
Gm38437,102465114,chr19,24942236,24942303,68,-,,NR_105743_1,TSS9135,miRNA,Mir3084-2| mmu-mir-3084-2,"predicted gene, 38437"
Dock8,76088,chr19,24999529,25202432,7810,+,P14920,NM_028785,TSS15583,protein_coding,1200017A24Rik| 5830472H07Rik| A130095G14Rik| AI461977,dedicator of cytokinesis 8
Kank1,107351,chr19,25237202,25434496,5410,+,P19611,NM_181404,TSS21711,protein_coding,A930031B09Rik| Ankrd15| AU015049| AW121052| D330024H06Rik| mKIAA0172,KN motif and ankyrin repeat domains 1
Dmrt1,50796,chr19,25505706,25604328,2251,+,P25156,NM_015826,TSS6463,protein_coding,.,doublesex and mab-3 related transcription factor 1
Dmrt3,240590,chr19,25610537,25623921,2391,+,P9523,NM_177360,TSS9852,protein_coding,.,doublesex and mab-3 related transcription factor 3
2610016A17Rik,100503074,chr19,25671134,25672239,474,-,,NR_045347,TSS10282,lncRNA,2610317C19Rik,RIKEN cDNA 2610016A17 gene
Dmrt2,226049,chr19,25672411,25678991,2337,+,P1286,NM_145831,TSS921,protein_coding,Terra,doublesex and mab-3 related transcription factor 2
Smarca2,67155,chr19,26605160,26778321,6086,+,P5039,NM_011416,TSS10515,protein_coding,2610209L14Rik| brahma| brm| SNF2alpha| Snf2l2,"SWI /SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
4931403E22Rik,70942,chr19,26768801,26823907,668,-,,NR_045306,TSS24673,lncRNA,.,RIKEN cDNA 4931403E22 gene
