Entry	Base_Accession	Protein_Family	Index_in_full_fasta	Gene_Name
Q6P6B7	Q6P6B7	Not available	30642	ANKRD16
Q6P995	Q6P995	FAM171 family	30646	FAM171B
Q6P9A3	Q6P9A3	Krueppel C2H2-type zinc-finger protein family	30647	ZNF549
Q6P9G0	Q6P9G0	Cytochrome b5 family	30649	CYB5D1
Q6PCB5	Q6PCB5	Round spermatid basic protein 1 family	30650	RSBN1L
Q6PCT2-2	Q6PCT2	Not available	30651	FBXL19
Q6PDA7	Q6PDA7	SPAG11 family	30652	SPAG11A
Q6PEW0	Q6PEW0	Peptidase S1 family, Plasma kallikrein subfamily	30653	PRSS54
Q6PEX7	Q6PEX7	Not available	30654	TEX38
Q6PF15	Q6PF15	Not available	30655	KLHL35
Q6PFW1-2	Q6PFW1	Histidine acid phosphatase family, VIP1 subfamily	30656	PPIP5K1
Q6PFW1-3	Q6PFW1	Histidine acid phosphatase family, VIP1 subfamily	30657	PPIP5K1
Q6PFW1-4	Q6PFW1	Histidine acid phosphatase family, VIP1 subfamily	30658	PPIP5K1
Q6PFW1-5	Q6PFW1	Histidine acid phosphatase family, VIP1 subfamily	30659	PPIP5K1
Q6PFW1-6	Q6PFW1	Histidine acid phosphatase family, VIP1 subfamily	30660	PPIP5K1
Q6PFW1-7	Q6PFW1	Histidine acid phosphatase family, VIP1 subfamily	30661	PPIP5K1
Q6PG37	Q6PG37	Krueppel C2H2-type zinc-finger protein family	30662	ZNF790
Q6PH81	Q6PH81	UPF0547 family	30663	C16orf87
Q6PI47	Q6PI47	Not available	30665	KCTD18
Q6PI97	Q6PI97	HOATZ family	30666	HOATZ
Q6PID6	Q6PID6	Not available	30667	TTC33
Q6PII5	Q6PII5	Metallo-beta-lactamase superfamily, Glyoxalase II family	30668	HAGHL
Q6PJT7-10	Q6PJT7	ZC3H14 family	30672	ZC3H14
Q6PJT7-11	Q6PJT7	ZC3H14 family	30673	ZC3H14
Q6PJT7-2	Q6PJT7	ZC3H14 family	30674	ZC3H14
Q6PJT7-3	Q6PJT7	ZC3H14 family	30675	ZC3H14
Q6PJT7-4	Q6PJT7	ZC3H14 family	30676	ZC3H14
Q6PJT7-5	Q6PJT7	ZC3H14 family	30677	ZC3H14
Q6PJT7-6	Q6PJT7	ZC3H14 family	30678	ZC3H14
Q6PJT7-8	Q6PJT7	ZC3H14 family	30679	ZC3H14
Q6PJT7-9	Q6PJT7	ZC3H14 family	30680	ZC3H14
Q6PK04	Q6PK04	Not available	30681	CCDC137
Q6PP77	Q6PP77	XK family	30688	XKRX
Q6Q6R5	Q6Q6R5	Not available	30689	CRIP3
Q6S545	Q6S545	POTE family	30705	POTEH
Q6S5H5	Q6S5H5	POTE family	30706	POTEG
Q6S8J7	Q6S8J7	POTE family	30707	POTEA
Q6T423	Q6T423	Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family	30708	SLC22A25
Q6TFL3	Q6TFL3	Not available	30709	CCDC171
Q6U949	Q6U949	Not available	30711	IGF2-AS
Q6UE05	Q6UE05	Not available	30712	TMEM270
Q6UQ28	Q6UQ28	Not available	30713	PLET1
Q6URK8	Q6URK8	Not available	30716	SPMIP8
Q6UW02	Q6UW02	Cytochrome P450 family	30718	CYP20A1
Q6UW10	Q6UW10	Not available	30719	SFTA2
Q6UW49	Q6UW49	SPESP1 family	30720	SPESP1
Q6UW88-2	Q6UW88	Not available	30721	EPGN
Q6UWE3	Q6UWE3	Colipase family	30722	CLPSL2
Q6UWF7	Q6UWF7	NXPE family	30723	NXPE4
Q6UWI4	Q6UWI4	Shisa family	30724	SHISA2
Q6UWJ8	Q6UWJ8	CD164 family	30725	CD164L2
Q6UWN0	Q6UWN0	Not available	30726	LYPD4
Q6UWN8	Q6UWN8	Not available	30727	SPINK6
Q6UWP8	Q6UWP8	Not available	30728	SBSN
Q6UWQ5	Q6UWQ5	Glycosyl hydrolase 22 family	30729	LYZL1
Q6UWS5	Q6UWS5	PET117 family	30730	PET117
Q6UWU2	Q6UWU2	Glycosyl hydrolase 35 family	30731	GLB1L
Q6UWV7	Q6UWV7	Shisa family	30732	SHISAL2A
Q6UWX4	Q6UWX4	HHIP family	30733	HHIPL2
Q6UWY5	Q6UWY5	Not available	30734	OLFML1
Q6UX41-6	Q6UX41	Immunoglobulin superfamily, BTN/MOG family	30735	BTNL8
Q6UX68	Q6UX68	XK family	30736	XKR5
Q6UX72	Q6UX72	Glycosyltransferase 31 family	30737	B3GNT9
Q6UX82	Q6UX82	CNF-like-inhibitor family	30738	LYPD8
Q6UXB1	Q6UXB1	IGFL family	30739	IGFL3
Q6UXB3	Q6UXB3	Not available	30740	LYPD2
Q6UXD7	Q6UXD7	Major facilitator superfamily	30741	SLC49A3
Q6UXF7	Q6UXF7	Not available	30742	CLEC18B
Q6UXG2-3	Q6UXG2	ELAPOR family	30743	ELAPOR1
Q6UXH1-2	Q6UXH1	CRELD family	30744	CRELD2
Q6UXH8-3	Q6UXH8	CCBE1 family	30745	CCBE1
Q6UXN7	Q6UXN7	Tom20 family	30746	TOMM20L
Q6UXS0	Q6UXS0	Not available	30747	CLEC19A
Q6UXT6	Q6UXT6	G protein-coupled receptor 1 family	30748	OR9H1
Q6UXU6	Q6UXU6	Not available	30749	TMEM92
Q6UXV1	Q6UXV1	Izumo family	30750	IZUMO2
Q6UXX9-2	Q6UXX9	R-spondin family	30751	RSPO2
Q6UXY8	Q6UXY8	TMC family	30752	TMC5
Q6UY01	Q6UY01	Not available	30753	LRRC31
Q6UY18	Q6UY18	Not available	30754	LINGO4
Q6UY27	Q6UY27	PATE family	30755	PATE2
Q6V702	Q6V702	Not available	30756	CFAP299
Q6V9R5	Q6V9R5	Krueppel C2H2-type zinc-finger protein family	30757	ZNF562
Q6W5P4-2	Q6W5P4	G protein-coupled receptor 1 family, Vasopressin/oxytocin receptor subfamily	30772	NPSR1
Q6W5P4-3	Q6W5P4	G protein-coupled receptor 1 family, Vasopressin/oxytocin receptor subfamily	30773	NPSR1
Q6W5P4-4	Q6W5P4	G protein-coupled receptor 1 family, Vasopressin/oxytocin receptor subfamily	30774	NPSR1
Q6W5P4-5	Q6W5P4	G protein-coupled receptor 1 family, Vasopressin/oxytocin receptor subfamily	30775	NPSR1
Q6W5P4-6	Q6W5P4	G protein-coupled receptor 1 family, Vasopressin/oxytocin receptor subfamily	30776	NPSR1
Q6W5P4-7	Q6W5P4	G protein-coupled receptor 1 family, Vasopressin/oxytocin receptor subfamily	30777	NPSR1
Q6W5P4-8	Q6W5P4	G protein-coupled receptor 1 family, Vasopressin/oxytocin receptor subfamily	30778	NPSR1
Q6W5P4-9	Q6W5P4	G protein-coupled receptor 1 family, Vasopressin/oxytocin receptor subfamily	30779	NPSR1
Q6XE38	Q6XE38	Secretoglobin family, Lipophilin subfamily	30783	SCGB1D4
Q6XPS3-3	Q6XPS3	Not available	30784	TPTE2
Q6XPS3-4	Q6XPS3	Not available	30785	TPTE2
Q6XZB0-2	Q6XZB0	AB hydrolase superfamily, Lipase family	30786	LIPI
Q6XZB0-3	Q6XZB0	AB hydrolase superfamily, Lipase family	30787	LIPI
Q6XZB0-4	Q6XZB0	AB hydrolase superfamily, Lipase family	30788	LIPI
Q6XZB0-5	Q6XZB0	AB hydrolase superfamily, Lipase family	30789	LIPI
Q6XZB0-6	Q6XZB0	AB hydrolase superfamily, Lipase family	30790	LIPI
Q6XZB0-7	Q6XZB0	AB hydrolase superfamily, Lipase family	30791	LIPI
Q6XZB0-8	Q6XZB0	AB hydrolase superfamily, Lipase family	30792	LIPI
Q6ZMB5	Q6ZMB5	TMEM184 family	30793	TMEM184A
Q6ZMN8	Q6ZMN8	Cyclin family	30795	CCNI2
Q6ZMQ8-2	Q6ZMQ8	Protein kinase superfamily, Tyr protein kinase family	30796	AATK
Q6ZMS4	Q6ZMS4	Krueppel C2H2-type zinc-finger protein family	30797	ZNF852
Q6ZMV5	Q6ZMV5	SMEK family	30799	PPP4R3C
Q6ZMV8	Q6ZMV8	Krueppel C2H2-type zinc-finger protein family	30800	ZNF730
Q6ZMW2	Q6ZMW2	Krueppel C2H2-type zinc-finger protein family	30801	ZNF782
Q6ZMW3	Q6ZMW3	WD repeat EMAP family	30802	EML6
Q6ZMY6	Q6ZMY6	Not available	30804	WDR88
Q6ZMY9	Q6ZMY9	Krueppel C2H2-type zinc-finger protein family	30805	ZNF517
Q6ZN01	Q6ZN01	Not available	30806	MAMSTR
Q6ZN08	Q6ZN08	Krueppel C2H2-type zinc-finger protein family	30807	ZNF66
Q6ZN19	Q6ZN19	Krueppel C2H2-type zinc-finger protein family	30808	ZNF841
Q6ZN32	Q6ZN32	ETS family	30809	ETV3L
Q6ZN54-2	Q6ZN54	DEF8 family	30810	DEF8
Q6ZN68	Q6ZN68	Dpy-19 family	30812	DPY19L2P2
Q6ZN79	Q6ZN79	Krueppel C2H2-type zinc-finger protein family	30813	ZNF705A
Q6ZN84	Q6ZN84	Not available	30814	CCDC81
Q6ZNA1	Q6ZNA1	Krueppel C2H2-type zinc-finger protein family	30817	ZNF836
Q6ZNC4	Q6ZNC4	Not available	30819	ZNF704
Q6ZNC8-2	Q6ZNC8	Membrane-bound acyltransferase family	30820	MBOAT1
Q6ZNC8-3	Q6ZNC8	Membrane-bound acyltransferase family	30821	MBOAT1
Q6ZNF0	Q6ZNF0	Metallophosphoesterase superfamily, Purple acid phosphatase family	30823	ACP7
Q6ZNG1	Q6ZNG1	Krueppel C2H2-type zinc-finger protein family	30824	ZNF600
Q6ZNG2	Q6ZNG2	H2.0 homeobox family	30825	DBX2
Q6ZNG9	Q6ZNG9	Not available	30826	KRABD2
Q6ZNI0	Q6ZNI0	Glycosyltransferase 14 family	30827	GCNT7
Q6ZNM6	Q6ZNM6	Not available	30828	SPMIP10
Q6ZNR0	Q6ZNR0	CD225/Dispanin family	30830	TMEM91
Q6ZP01	Q6ZP01	Not available	30831	RBM44
Q6ZP29-3	Q6ZP29	Laat-1 family	30832	SLC66A1
Q6ZP82-1	Q6ZP82	Not available	30834	CCDC141
Q6ZPB5	Q6ZPB5	Not available	30835	SDIM1
Q6ZQQ6	Q6ZQQ6	Not available	30836	WDR87
Q6ZQV5	Q6ZQV5	Not available	30837	ZNF788P
Q6ZQX7-4	Q6ZQX7	Not available	30838	LIAT1
Q6ZR08-2	Q6ZR08	Dynein heavy chain family	30839	DNAH12
Q6ZR08-3	Q6ZR08	Dynein heavy chain family	30840	DNAH12
Q6ZR08-4	Q6ZR08	Dynein heavy chain family	30841	DNAH12
Q6ZR62	Q6ZR62	Not available	30842	RTL4
Q6ZRF7	Q6ZRF7	Krueppel C2H2-type zinc-finger protein family	30843	ZNF818P
Q6ZRR5	Q6ZRR5	TLCD5 family	30844	TLCD5
Q6ZRS2-3	Q6ZRS2	SNF2/RAD54 helicase family, SWR1 subfamily	30845	SRCAP
Q6ZRS4	Q6ZRS4	Not available	30846	ITPRID1
Q6ZS11	Q6ZS11	Not available	30847	RINL
Q6ZS30	Q6ZS30	WD repeat neurobeachin family	30848	NBEAL1
Q6ZSB9-3	Q6ZSB9	Krueppel C2H2-type zinc-finger protein family	30849	ZBTB49
Q6ZSI9	Q6ZSI9	Peptidase C2 family	30850	CAPN12
Q6ZSS3	Q6ZSS3	Krueppel C2H2-type zinc-finger protein family	30851	ZNF621
Q6ZT07	Q6ZT07	Not available	30852	TBC1D9
Q6ZT77	Q6ZT77	Not available	30853	ZNF826P
Q6ZT89-3	Q6ZT89	Mitochondrial carrier (TC 2.A.29) family	30854	SLC25A48
Q6ZTA4	Q6ZTA4	TRIM/RBCC family	30855	TRIM67
Q6ZTN6-2	Q6ZTN6	Not available	30856	ANKRD13D
Q6ZU67	Q6ZU67	Not available	30858	BEND4
Q6ZU69	Q6ZU69	SPATA31 family	30859	SPATA31F1
Q6ZUJ4	Q6ZUJ4	Not available	30860	C3orf62
Q6ZUK4	Q6ZUK4	Not available	30861	TMEM26
Q6ZUS6	Q6ZUS6	CCDC149 family	30862	CCDC149
Q6ZUT1-2	Q6ZUT1	Not available	30863	NKAPD1
Q6ZUT6	Q6ZUT6	Not available	30864	CCDC9B
Q6ZUX3	Q6ZUX3	Crescerin family	30865	TOGARAM2
Q6ZV50	Q6ZV50	RFX family	30866	RFX8
Q6ZV89	Q6ZV89	Not available	30867	SH2D5
Q6ZVC0	Q6ZVC0	NYAP family	30869	NYAP1
Q6ZVF9	Q6ZVF9	Not available	30870	GPRIN3
Q6ZVL6	Q6ZVL6	UPF0606 family	30871	KIAA1549L
Q6ZVT0-3	Q6ZVT0	Not available	30872	TTLL10
Q6ZVT6	Q6ZVT6	Not available	30873	CFAP20DC
Q6ZVZ8	Q6ZVZ8	Ankyrin SOCS box (ASB) family	30874	ASB18
Q6ZWB6	Q6ZWB6	Not available	30875	KCTD8
Q70E73-2	Q70E73	MRL family	30878	RAPH1
Q70E73-3	Q70E73	MRL family	30879	RAPH1
Q70E73-4	Q70E73	MRL family	30880	RAPH1
Q70E73-5	Q70E73	MRL family	30881	RAPH1
Q70E73-6	Q70E73	MRL family	30882	RAPH1
Q70E73-7	Q70E73	MRL family	30883	RAPH1
Q70E73-8	Q70E73	MRL family	30884	RAPH1
Q70E73-9	Q70E73	MRL family	30885	RAPH1
Q70UQ0-4	Q70UQ0	Not available	30886	IKBIP
Q719I0	Q719I0	AHA1 family	30887	AHSA2P
Q71RC9	Q71RC9	Not available	30888	SMIM5
Q75NE6	Q75NE6	Not available	30899	MIR17HG
Q75VX8	Q75VX8	GAREM family	30900	GAREM2
Q765I0	Q765I0	Urotensin-2 family	30902	UTS2B
Q76G19	Q76G19	Not available	30903	PDZD4
Q76KD6	Q76KD6	Speriolin family	30904	SPATC1
Q76KX8	Q76KX8	Krueppel C2H2-type zinc-finger protein family	30905	ZNF534
Q7KYR7-4	Q7KYR7	Immunoglobulin superfamily, BTN/MOG family	30916	BTN2A1
Q7L0X2	Q7L0X2	ERICH6 family	30918	ERICH6
Q7L211	Q7L211	Serine esterase family	30919	ABHD13
Q7L2R6-2	Q7L2R6	Krueppel C2H2-type zinc-finger protein family	30920	ZNF765
Q7L311	Q7L311	Eutherian X-chromosome-specific Armcx family	30921	ARMCX2
Q7L4S7	Q7L4S7	Eutherian X-chromosome-specific Armcx family	30922	ARMCX6
Q7L5N7-2	Q7L5N7	1-acyl-sn-glycerol-3-phosphate acyltransferase family	30923	LPCAT2
Q7L945	Q7L945	Krueppel C2H2-type zinc-finger protein family	30925	ZNF627
Q7L985	Q7L985	Not available	30926	LINGO2
Q7LDG7-2	Q7LDG7	RASGRP family	30931	RASGRP2
Q7RTS6	Q7RTS6	Otopetrin family	30933	OTOP2
Q7RTT3	Q7RTT3	SSX family	30934	SSX9P
Q7RTT4	Q7RTT4	SSX family	30935	SSX8P
Q7RTT6	Q7RTT6	SSX family	30936	SSX6P
Q7RTU0	Q7RTU0	Not available	30937	TCF24
Q7RTU5	Q7RTU5	Not available	30938	ASCL5
Q7RTV5	Q7RTV5	Peroxiredoxin-like PRXL2 family, PRXL2C subfamily	30939	PRXL2C
Q7RTX9	Q7RTX9	Major facilitator superfamily, Monocarboxylate porter (TC 2.A.1.13) family	30943	SLC16A14
Q7RTY3	Q7RTY3	Peptidase S1 family	30944	PRSS45P
Q7Z2E3-10	Q7Z2E3	Not available	30962	APTX
Q7Z2E3-11	Q7Z2E3	Not available	30963	APTX
Q7Z2E3-12	Q7Z2E3	Not available	30964	APTX
Q7Z2E3-13	Q7Z2E3	Not available	30965	APTX
Q7Z2E3-2	Q7Z2E3	Not available	30966	APTX
Q7Z2E3-3	Q7Z2E3	Not available	30967	APTX
Q7Z2E3-4	Q7Z2E3	Not available	30968	APTX
Q7Z2E3-5	Q7Z2E3	Not available	30969	APTX
Q7Z2E3-6	Q7Z2E3	Not available	30970	APTX
Q7Z2E3-8	Q7Z2E3	Not available	30971	APTX
Q7Z2E3-9	Q7Z2E3	Not available	30972	APTX
Q7Z2Q7	Q7Z2Q7	Not available	30973	LRRC70
Q7Z2Y8	Q7Z2Y8	TRAFAC class dynamin-like GTPase superfamily, Very large inducible GTPase (VLIG) family	30975	GVINP1
Q7Z304	Q7Z304	Not available	30976	MAMDC2
Q7Z309	Q7Z309	FAM122 family	30977	PABIR2
Q7Z388	Q7Z388	Dpy-19 family	30980	DPY19L4
Q7Z3E2	Q7Z3E2	Not available	30981	CCDC186
Q7Z3H0-1	Q7Z3H0	Not available	30982	ANKRD33
Q7Z3J3	Q7Z3J3	Not available	30983	RGPD4
Q7Z3K3-2	Q7Z3K3	Not available	30984	POGZ
Q7Z3K3-3	Q7Z3K3	Not available	30985	POGZ
Q7Z3K3-4	Q7Z3K3	Not available	30986	POGZ
Q7Z3K3-5	Q7Z3K3	Not available	30987	POGZ
Q7Z3K3-6	Q7Z3K3	Not available	30988	POGZ
Q7Z3K3-7	Q7Z3K3	Not available	30989	POGZ
Q7Z3V5	Q7Z3V5	Krueppel C2H2-type zinc-finger protein family	30994	ZNF571
Q7Z422	Q7Z422	SZRD1 family	30996	SZRD1
Q7Z434-4	Q7Z434	Not available	30997	MAVS
Q7Z434-5	Q7Z434	Not available	30998	MAVS
Q7Z4H9	Q7Z4H9	Not available	31000	FAM220A
Q7Z4I7-5	Q7Z4I7	Not available	31001	LIMS2
Q7Z4L0	Q7Z4L0	Cytochrome c oxidase VIII family	31002	COX8C
Q7Z4L9	Q7Z4L9	Not available	31003	PPP1R42
Q7Z4N2-7	Q7Z4N2	Transient receptor (TC 1.A.4) family, LTrpC subfamily, TRPM1 sub-subfamily	31004	TRPM1
Q7Z4R8	Q7Z4R8	UPF0669 family	31005	C6orf120
Q7Z4S9	Q7Z4S9	Not available	31006	SH2D6
Q7Z4T9-1	Q7Z4T9	CFAP91 family	31007	CFAP91
Q7Z4T9-2	Q7Z4T9	CFAP91 family	31008	CFAP91
Q7Z4T9-3	Q7Z4T9	CFAP91 family	31009	CFAP91
Q7Z4T9-5	Q7Z4T9	CFAP91 family	31010	CFAP91
Q7Z4T9-6	Q7Z4T9	CFAP91 family	31011	CFAP91
Q7Z4T9-8	Q7Z4T9	CFAP91 family	31012	CFAP91
Q7Z4W2	Q7Z4W2	Glycosyl hydrolase 22 family	31013	LYZL2
Q7Z4Y8	Q7Z4Y8	ATPase g subunit family	31016	ATP5MGL
Q7Z572	Q7Z572	Not available	31021	SPATA21
Q7Z589-5	Q7Z589	Not available	31022	EMSY
Q7Z5A8	Q7Z5A8	TAFA family	31023	TAFA3
Q7Z5A9	Q7Z5A9	TAFA family	31024	TAFA1
Q7Z5J1-2	Q7Z5J1	Short-chain dehydrogenases/reductases (SDR) family	31025	HSD11B1L
Q7Z5J1-3	Q7Z5J1	Short-chain dehydrogenases/reductases (SDR) family	31026	HSD11B1L
Q7Z5J1-4	Q7Z5J1	Short-chain dehydrogenases/reductases (SDR) family	31027	HSD11B1L
Q7Z5J1-5	Q7Z5J1	Short-chain dehydrogenases/reductases (SDR) family	31028	HSD11B1L
Q7Z5J1-6	Q7Z5J1	Short-chain dehydrogenases/reductases (SDR) family	31029	HSD11B1L
Q7Z5J1-7	Q7Z5J1	Short-chain dehydrogenases/reductases (SDR) family	31030	HSD11B1L
Q7Z5J1-8	Q7Z5J1	Short-chain dehydrogenases/reductases (SDR) family	31031	HSD11B1L
Q7Z5J8	Q7Z5J8	Not available	31032	ANKAR
Q7Z5L0	Q7Z5L0	VMO1 family	31033	VMO1
Q7Z5L4	Q7Z5L4	Not available	31035	SPATA19
Q7Z5P4-2	Q7Z5P4	Short-chain dehydrogenases/reductases (SDR) family	31038	HSD17B13
Q7Z5S9	Q7Z5S9	TMEM144 family	31039	TMEM144
Q7Z5Y7	Q7Z5Y7	Not available	31040	KCTD20
Q7Z614-3	Q7Z614	Sorting nexin family	31041	SNX20
Q7Z6E9-2	Q7Z6E9	Not available	31046	RBBP6
Q7Z6E9-3	Q7Z6E9	Not available	31047	RBBP6
Q7Z6E9-4	Q7Z6E9	Not available	31048	RBBP6
Q7Z6G8-10	Q7Z6G8	Not available	31049	ANKS1B
Q7Z6G8-2	Q7Z6G8	Not available	31050	ANKS1B
Q7Z6G8-4	Q7Z6G8	Not available	31051	ANKS1B
Q7Z6G8-5	Q7Z6G8	Not available	31052	ANKS1B
Q7Z6G8-6	Q7Z6G8	Not available	31053	ANKS1B
Q7Z6G8-7	Q7Z6G8	Not available	31054	ANKS1B
Q7Z6G8-8	Q7Z6G8	Not available	31055	ANKS1B
Q7Z6G8-9	Q7Z6G8	Not available	31056	ANKS1B
Q7Z6K4	Q7Z6K4	NRARP family	31057	NRARP
Q7Z6M2	Q7Z6M2	Not available	31058	FBXO33
Q7Z6W1	Q7Z6W1	Not available	31059	TMCO2
Q7Z6W7	Q7Z6W7	Not available	31060	DNAJB7
Q7Z6Z7-2	Q7Z6Z7	UPL family, TOM1/PTR1 subfamily	31061	HUWE1
Q7Z713	Q7Z713	Not available	31062	ANKRD37
Q7Z736	Q7Z736	Not available	31064	PLEKHH3
Q7Z7B8	Q7Z7B8	Beta-defensin family	31066	DEFB128
Q7Z7C8-2	Q7Z7C8	TAF8 family	31067	TAF8
Q7Z7F0-2	Q7Z7F0	KHDC4 family	31068	KHDC4
Q7Z7J9	Q7Z7J9	CAMK2N family	31069	CAMK2N1
Q7Z7K2	Q7Z7K2	Krueppel C2H2-type zinc-finger protein family	31070	ZNF467
Q86SE5-3	Q86SE5	RRM HNRPC family, RALY subfamily	31087	RALYL
Q86SI9	Q86SI9	Not available	31088	IRX2-DT
Q86SM5	Q86SM5	G protein-coupled receptor 1 family, Mas subfamily	31089	MRGPRG
Q86SQ7-2	Q86SQ7	Not available	31090	SDCCAG8
Q86T20	Q86T20	Not available	31093	SMIM29
Q86T29	Q86T29	Krueppel C2H2-type zinc-finger protein family	31094	ZNF605
Q86T75	Q86T75	NBPF family	31097	NBPF11
Q86TE4	Q86TE4	Not available	31098	LUZP2
Q86TG7-3	Q86TG7	Not available	31099	PEG10
Q86TG7-4	Q86TG7	Not available	31100	PEG10
Q86TG7-5	Q86TG7	Not available	31101	PEG10
Q86TJ2-3	Q86TJ2	Not available	31102	TADA2B
Q86TP1-2	Q86TP1	PPase class C family, Prune subfamily	31104	PRUNE1
Q86TP1-3	Q86TP1	PPase class C family, Prune subfamily	31105	PRUNE1
Q86TP1-4	Q86TP1	PPase class C family, Prune subfamily	31106	PRUNE1
Q86TP1-5	Q86TP1	PPase class C family, Prune subfamily	31107	PRUNE1
Q86TP1-6	Q86TP1	PPase class C family, Prune subfamily	31108	PRUNE1
Q86TP1-7	Q86TP1	PPase class C family, Prune subfamily	31109	PRUNE1
Q86U86-2	Q86U86	Not available	31113	PBRM1
Q86U86-3	Q86U86	Not available	31114	PBRM1
Q86U86-4	Q86U86	Not available	31115	PBRM1
Q86U86-5	Q86U86	Not available	31116	PBRM1
Q86U86-6	Q86U86	Not available	31117	PBRM1
Q86U86-7	Q86U86	Not available	31118	PBRM1
Q86U86-8	Q86U86	Not available	31119	PBRM1
Q86U86-9	Q86U86	Not available	31120	PBRM1
Q86UA6-2	Q86UA6	Not available	31121	RPAIN
Q86UF2	Q86UF2	CTAGE family	31122	CTAGE6
Q86UL8-2	Q86UL8	MAGUK family	31123	MAGI2
Q86UR5-10	Q86UR5	Not available	31124	RIMS1
Q86UR5-11	Q86UR5	Not available	31125	RIMS1
Q86UR5-12	Q86UR5	Not available	31126	RIMS1
Q86UR5-13	Q86UR5	Not available	31127	RIMS1
Q86UR5-2	Q86UR5	Not available	31128	RIMS1
Q86UR5-3	Q86UR5	Not available	31129	RIMS1
Q86UR5-4	Q86UR5	Not available	31130	RIMS1
Q86UR5-5	Q86UR5	Not available	31131	RIMS1
Q86UR5-6	Q86UR5	Not available	31132	RIMS1
Q86UR5-7	Q86UR5	Not available	31133	RIMS1
Q86UR5-8	Q86UR5	Not available	31134	RIMS1
Q86UR5-9	Q86UR5	Not available	31135	RIMS1
Q86UT5-2	Q86UT5	Not available	31136	NHERF4
Q86UT5-3	Q86UT5	Not available	31137	NHERF4
Q86UV5-2	Q86UV5	Peptidase C19 family	31138	USP48
Q86UV5-3	Q86UV5	Peptidase C19 family	31139	USP48
Q86UV5-4	Q86UV5	Peptidase C19 family	31140	USP48
Q86UV5-5	Q86UV5	Peptidase C19 family	31141	USP48
Q86UV5-6	Q86UV5	Peptidase C19 family	31142	USP48
Q86UV5-7	Q86UV5	Peptidase C19 family	31143	USP48
Q86UV5-8	Q86UV5	Peptidase C19 family	31144	USP48
Q86V35	Q86V35	Not available	31148	CABP7
Q86V59	Q86V59	PNMA family	31150	PNMA8A
Q86V71	Q86V71	Not available	31151	ZNF429
Q86V87	Q86V87	FHIP family	31152	FHIP2B
Q86V88	Q86V88	HAD-like hydrolase superfamily	31153	MDP1
Q86VE3	Q86VE3	Acetyltransferase family	31154	SATL1
Q86VF5-3	Q86VF5	Diacylglycerol acyltransferase family	31155	MOGAT3
Q86VG3	Q86VG3	Not available	31156	IFTAP
Q86VL8-6	Q86VL8	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	31157	SLC47A2
Q86VQ1	Q86VQ1	Not available	31158	GLCCI1
Q86VR8	Q86VR8	FJX1/FJ family	31160	FJX1
Q86VS3	Q86VS3	Not available	31161	IQCH
Q86VY9	Q86VY9	TMEM200 family	31163	TMEM200A
Q86VZ2	Q86VZ2	WD repeat WDR5/wds family	31164	WDR5B
Q86W25	Q86W25	NLRP family	31165	NLRP13
Q86WR6	Q86WR6	Not available	31169	CHCT1
Q86WR7	Q86WR7	Not available	31170	PROSER2
Q86WT1	Q86WT1	TTC30/dfy-1/fleer family	31171	IFT70A
Q86WZ6	Q86WZ6	Krueppel C2H2-type zinc-finger protein family	31173	ZNF227
Q86XA9	Q86XA9	HEATR5 family	31175	HEATR5A
Q86XD8	Q86XD8	Not available	31176	ZFAND4
Q86XG9	Q86XG9	NBPF family	31177	NBPF5P
Q86XN6	Q86XN6	Krueppel C2H2-type zinc-finger protein family	31178	ZNF761
Q86XR7-2	Q86XR7	Not available	31179	TICAM2
Q86XS5	Q86XS5	Not available	31180	ANGPTL5
Q86XU0	Q86XU0	Krueppel C2H2-type zinc-finger protein family	31181	ZNF677
Q86XZ4	Q86XZ4	SPATS2 family	31182	SPATS2
Q86Y07-2	Q86Y07	Protein kinase superfamily, CK1 Ser/Thr protein kinase family, VRK subfamily	31183	VRK2
Q86YB7	Q86YB7	Enoyl-CoA hydratase/isomerase family	31185	ECHDC2
Q86YG4	Q86YG4	5'(3')-deoxyribonucleotidase family	31186	NT5DC4
Q86YN1	Q86YN1	Dolichyldiphosphatase family	31188	DOLPP1
Q86YQ2	Q86YQ2	BPI/LBP/Plunc superfamily, Plunc family	31189	BPIFA4P
Q86YR6	Q86YR6	POTE family	31190	POTED
Q8IUA0	Q8IUA0	Not available	31192	WFDC8
Q8IUB2	Q8IUB2	Not available	31193	WFDC3
Q8IUB3	Q8IUB3	Not available	31194	WFDC10B
Q8IUB5	Q8IUB5	Not available	31195	WFDC13
Q8IUC8-4	Q8IUC8	Glycosyltransferase 2 family, GalNAc-T subfamily	31196	GALNT13
Q8IUF1	Q8IUF1	SIMIBI class G3E GTPase family, ZNG1 subfamily	31197	ZNG1B
Q8IUF8-2	Q8IUF8	ROX family, MINA53 subfamily	31198	RIOX2
Q8IUF8-3	Q8IUF8	ROX family, MINA53 subfamily	31199	RIOX2
Q8IUF8-4	Q8IUF8	ROX family, MINA53 subfamily	31200	RIOX2
Q8IUH2	Q8IUH2	CREG family	31201	CREG2
Q8IUH3-3	Q8IUH3	Not available	31202	RBM45
Q8IUH5-2	Q8IUH5	DHHC palmitoyltransferase family, AKR/ZDHHC17 subfamily	31203	ZDHHC17
